c,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,Owner GEM Entity ID,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code
M2766,,India,Khas Kajora Coal Mine,Cluster 10,,,https://www.gem.wiki/Khas_Kajora_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.3,0.13,2023,,Underground,,1.88,300,Estimate,637,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.627811,87.19499,Exact,,,,,,,,,,,0.7,0.00,3.3,1.6,0,0,356
M2770,,India,Chapapur II Coal Mine,Cluster 1,,,https://www.gem.wiki/Chapapur_II_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.6,0.44,2023,,Underground & Surface,,4.8,60,Estimate,599,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.804826,86.675476,Exact,,,,,,,,,,,0.6,0.00,0.9,1.5,0,0,356
M2771,,India,Nakrakonda Coal Mine,"Nakrakonda – Kumardihi B UG & OC, Cluster 12",,,https://www.gem.wiki/Nakrakonda_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,3,1.51,2023,,Underground & Surface,Mixed,6.42,60,Estimate,593,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.679182,87.287229,Approximate,,,,,,,,,,,2,0.00,0.9,1.5,0.1,0,356
M2773,,India,Tandsi Coal Mine,,,,https://www.gem.wiki/Tandsi_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.6,0.06,2022,,Underground,Bord and Pillar,6.118,300,Estimate,229,Estimate,Bituminous,Thermal & Met,50%,50%,Estimated,,6,,-,100,1993,,10,,Kanhan,Rampur Bhata,Chhindwara,Madhya Pradesh,Southern Asia,Asia,22.185722,78.32259627,Exact,,,,,,,,,,,1,0.00,10.9,1.6,0.1,0,356
M2777,,India,Nirsha OC Patch Coal Mine,Cluster 1,,,https://www.gem.wiki/Nirsha_OC_Patch_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.4,0.148,2023,,Surface,Open Pit,1.47,50,Estimate,382,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.784425,86.718939,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M2791,,India,Rajpura Coal Mine,Cluster 2,,,https://www.gem.wiki/Rajpura_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.5,0.076,2023,,Surface,Open Pit,2.92,50,Estimate,330,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,6,2022,Raniganj,,Dhanbad,Jharkhand,Southern Asia,Asia,23.75873451,86.7731741,Exact,Coal Plant,Kahalgaon Super Thermal Power Plant,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,,,,,,,,0.1,0.00,0.8,1.5,0,0,356
M2792,,India,Bokaro Opencast Coal Mine,"Bokaro & Kargali Area, Bokaro(Bermo) OC",,,https://www.gem.wiki/Bokaro_Opencast_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,0.6,0.31,2022,,Surface,Open Pit,7,180,Exact,458,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,Jharkhand,Southern Asia,Asia,23.787063,85.923633,Approximate,,,,,,,,,,,1.1,0.00,2.3,1.5,0.1,0,356
M2793,,India,Rajur-Bhandewada Coal Mine,Rajur Underground Coal Mine Project,,,https://www.gem.wiki/RajurBhandewada_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.21,0.06,2023,,Underground,,12.43,220,Exact,426,Estimate,Subbituminous,Thermal,,,,,-,,-,-,2007,,16,,Wardha,Rajur,Yavatmal,Maharashtra,Southern Asia,Asia,20.11356,78.896,Approximate,,,,,,,,,,,0.2,0.00,2.7,1.6,0,0,356
M2794,,India,PVK-5 Coal Mine,Padmavathi Khani No.5 Incline,,,https://www.gem.wiki/Padmavathi_Khani_coal_mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,0.6,0.206,2023,,Underground,Bord and Pillar,9.16,390,Exact,276,Estimate,Subbituminous,Thermal,,,,,8,2023,331,39,1952,,,,Godavari,Rudrampur,Bhadradri Kothagudem,Telangana,Southern Asia,Asia,17.51172416,80.67151956,Exact,,,,,,,,,,,1.3,0.00,3.9,1.6,0.1,0,356
M2800,,India,IK 1A Coal Mine,Indaram Khani - 1A Incline,,,https://www.gem.wiki/IK_1A_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,0.54,0.1,2023,,Underground,Bord and Pillar,1.83,350,Exact,259,Estimate,Subbituminous,Thermal,,,,,2,2023,27,20,1994,,-,,,Indaram village,Mancherial,Telangana,Southern Asia,Asia,18.8063,79.5208,Approximate,,,,,,,,,,,0.6,0.00,3.7,1.6,0,0,356
M2807,,India,Gondudih Khas Kusunda Coal Mine,Cluster 6,,,https://www.gem.wiki/Gondudih_Khas_Ksunda_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,*,1.45,2023,,Surface,Open Pit,4.1,50,Estimate,494,Estimate,Bituminous,Met,,,,,-,,-,-,,,-,,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.804,86.3773,Exact,,,,,,,,,,,6.5,0.00,3,1.5,0.4,0.1,356
M2812,,India,Gayatri Coal Mine,,,,https://www.gem.wiki/Gayatri_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India,India,0.6,0.19,2022,,Underground,Bord and Pillar,5.1,300,Estimate,432,Estimate,Subbituminous,Thermal,,,,,14,2021,-,74,2003,,19,,,,Surguja,Chhattisgarh,Southern Asia,Asia,23.1097,82.9051,Exact,,,,,,,,,,,1,0.00,3.3,1.6,0.1,0,356
M2816,,India,Shankarpur Coal Mine,Cluster 11,,,https://www.gem.wiki/Shankarpur_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.5,0.1,2023,,Surface,,4.52,150,Exact,434,Estimate,Subbituminous,Thermal,,,,,58,,-,580,,,6,2023,Raniganj,Shankarpur,Burdwan,West Bengal,Southern Asia,Asia,23.66654149,87.20491618,Exact,,,,,,,,,,,0.3,0.00,2,1.6,0,0,356
M2817,,India,Belgaon Coal Mine,,,,https://www.gem.wiki/Belgaon_Coal_Mine,,Operating,,,,Sunflag Iron and Steel Co Ltd [100%],E100001000589 [100%],,Sunflag Iron & Steel Company,India,*,0.15,2023,,Underground,,3.83,300,Estimate,293,Estimate,Subbituminous,Thermal,,,,,6,2022,-,40,,,-,,Wardha Valley,,Nagpur,Maharashtra,Southern Asia,Asia,20.329522,78.95774,Exact,Steel Plant,Sunflag Iron and Steel plant,https://www.gem.wiki/Sunflag_Iron_and_Steel_plant,,,,,,,,0.8,0.00,3.3,1.6,0,0,356
M2822,,India,Vastan Lignite Mine,"Vastan North Pit, Vastan South Pit.",,,https://www.gem.wiki/Vastan_Lignite_Mine,,Operating,,,,Gujarat Industries Power Company Co Ltd [100%],E100001000668 [100%],,Gujarat Industries Power Company,India,0.9,0.52,2022,,Surface,Open Pit,15.36,50,Estimate,328,Estimate,Lignite,Thermal,,,,,42,,-,81,1996,,-,,,Nani Taroli,Surat,Gujarat,Southern Asia,Asia,21.43101702,73.11261772,Exact,Coal Plant,Surat Lignite Power Plant,https://www.gem.wiki/Surat_Lignite_Power_Plant,,,,,,,,0.6,0.00,0.8,1.5,0,0,356
M2826,,India,Matasukh & Kasnau Coal Mine,,,,https://www.gem.wiki/Matasukh_%26_Kasnau_Coal_Mine,,Operating,,,,Rajasthan State Mines and Minerals limited (RSMML) [100%],E100001013130 [100%],,Government of Rajasthan,India,0.9,0.26,2020,,Surface,Open Pit,10.63,50,Estimate,361,Estimate,Lignite,Thermal,,,,,-,,-,-,2003,,-,,,,Nagaur,Rajasthan,Southern Asia,Asia,27.03,74.024,Exact,,,,,,,,,,,0.3,0.00,0.8,1.5,0,0,356
M2831,,India,Marki Mangli I Coal Mine,"Marki Mangli-I Coal Mine, Marki Mangli Coal Mines",,,https://www.gem.wiki/Marki_Mangli_Coal_Mines,,Operating,,,,B.S. Ispat Ltd [50%]; Topworth Urja and Metals Ltd [50%],E100000131307 [50%]; E100001010369 [50%],,B.S. Ispat Limited [50%]; Topworth Urja and Metals Limited [TUML] [50%],India,0.3,0.11,2022,,Surface,Open Pit,1.87,50,Estimate,317,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Yavatmal,Maharashtra,Southern Asia,Asia,19.83938305,78.80448632,Exact,,,,,,,,,,,0.1,0.00,0.8,1.5,0,0,356
M2833,,India,Shiwani Coal Mine,,,,https://www.gem.wiki/Shiwani_Coal_Mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India,India,0.6,0.18,2022,,Underground,Bord and Pillar,5.5,95,Exact,415,Estimate,Subbituminous,Thermal,,,,,6,2022,-,33,1995,,15,,,,Surajpur,Chhattisgarh,Southern Asia,Asia,23.3498,83.0743,Exact,,,,,,,,,,,0.4,0.00,1.4,1.6,0,0,356
M2834,,India,Tapin South Coal Mine,Tapin South Expansion Project,,,https://www.gem.wiki/Tapin_South_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,1.5,1,2023,,Surface,Open Pit,1.51,50,Estimate,339,Estimate,Subbituminous,Thermal,,,,,9,2020,73,9,,,6,,West Bokaro,Tapin,Hazaribagh,Jharkhand,Southern Asia,Asia,23.8329,85.4729,Exact,,,,,,,,,,,1.2,0.00,0.8,1.5,0.1,0,356
M2835,,India,Bhowrah (South) Coal Mine,Cluster 10,,,https://www.gem.wiki/Bhowrah_South_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,0.9,0.7068,2023,,Underground & Surface,Mixed,5.72,60,Estimate,613,Estimate,Bituminous,Met,,,,,190,2022,245,269,,,43,2019,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.681905,86.400533,Exact,,,,,,,,,,,4,0.00,3.5,1.6,0.2,0.1,356
M2842,,India,Naheriya Coal Mine,Nehariya UG,,,https://www.gem.wiki/Naheriya_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.54,0.09,2024,,Underground,Bord and Pillar,3,300,Estimate,351,Estimate,Subbituminous,Thermal,,,,,9,,-,100,1998,,11,,Pencha Kanhan,,Chhindwara,Madhya Pradesh,Southern Asia,Asia,22.28121111,78.98924623,Exact,Coal Plant,M.P. Power Generating Company,https://www.gem.wiki/M.P._Power_Generating_Company,,,,,,,,0.4,0.00,3.3,1.6,0,0,356
M2844,,India,Nimcha Coal Mine,Cluster 9,,,https://www.gem.wiki/Nimcha_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,1.2,0.59,2023,,Underground,,8.9,300,Estimate,676,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,40,2023,,,,West Bengal,Southern Asia,Asia,23.650069,87.071513,Approximate,,,,,,,,,,,3.1,0.00,3.3,1.6,0.2,0.1,356
M2845,,India,Kottadih Coal Mine,Cluster 12,,,https://www.gem.wiki/Kottadih_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,2,0.96,2023,,Underground,,7.7,300,Estimate,879,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.726772,87.228519,Exact,,,,,,,,,,,5.1,0.00,3.3,1.6,0.3,0.1,356
M2849,,India,Chhatarpur-I Coal Mine,Chattarpur,,,https://www.gem.wiki/Chhatarpur-I_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.334,0.61,2022,,Underground,,8.25,300,Estimate,653,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Betul,Madhya Pradesh,Southern Asia,Asia,22.15,78.1,Exact,,,,,,,,,,,3.2,0.00,3.3,1.6,0.2,0.1,356
M2850,,India,Madhaipur Coal Mine,Cluster 12,,,https://www.gem.wiki/Madhaipur_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.6,0.16,2023,,Underground & Surface,,6.22,60,Estimate,563,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.706827,87.35001,Exact,,,,,,,,,,,0.2,0.00,0.9,1.5,0,0,356
M2851,,India,Madhabpur Coal Mine,"Cluster 10, Madhabpur UG and Madhabpur OC",,,https://www.gem.wiki/Madhabpur_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,1.8,0.04,2023,,Underground & Surface,Mixed,6.78,60,Estimate,480,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.625728,87.176051,Exact,,,,,,,,,,,0.1,0.00,0.9,1.5,0,0,356
M2852,,India,Kankanee Coal Mine,Cluster 5,,,https://www.gem.wiki/Kankanee_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,0.9,0.33,2023,,Surface,Open Pit,1.5,60,Estimate,368,Estimate,Bituminous,-,,,,,57,,-,173,,,6,2020,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.795532,86.330604,Approximate,,,,,,,,,,,1.8,0.00,3.5,1.5,0.1,0,356
M2854,,India,Hirakhand Bundia Incline Mine,HBM,,,https://www.gem.wiki/Hirakhand_Bundia_Incline_Mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India,India,0.9,0.3501,2023,,Underground,,-,300,Estimate,502,Estimate,Subbituminous,Thermal,,,,,24,2023,-,69,,,-,,,,Jharsuguda,Odisha,Southern Asia,Asia,21.7819,83.9151,Exact,,,,,,,,,,,1.8,0.00,3.3,1.6,0.1,0,356
M2855,,India,Kapasara Coal Mine,,,,https://www.gem.wiki/Kapasara_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,*,0.5,2022,,Surface,Open Pit,-,50,Estimate,381,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.7585,86.7545,Approximate,,,,,,,,,,,0.6,0.00,0.8,1.5,0,0,356
M2859,,India,Bonjemehari Coal Mine,Cluster 3,,,https://www.gem.wiki/Bonjemehari_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.9,0.32,2023,,Underground,Bord and Pillar,-,300,Estimate,476,Estimate,Subbituminous,Thermal,,,,,12,,-,38,,,-,,Raniganj,Asansol,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.769704,86.877669,Exact,,,,,,,,,,,1.7,0.00,3.3,1.6,0.1,0,356
M2873,,India,Churi Coal Mine,"North Karanpura Area, Churi-Benti UGP",,,https://www.gem.wiki/Churi_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,0.6,0.71,2022,,Underground,,7.68,65,Exact,497,Estimate,Subbituminous,Thermal,,,,,11,,-,15,1942,,-,,North Karanpura,,Ranchi,Jharkhand,Southern Asia,Asia,23.679012,85.044766,Exact,,,,,,,,,,,1.1,0.00,1,1.6,0.1,0,356
M2874,,India,Karma Coal Mine,Kuju Area,,,https://www.gem.wiki/Karma_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,0.9,0.72,2022,,Surface,Open Pit,-,50,Estimate,338,Estimate,Subbituminous,Thermal,,,,,18,2018,-,25,2009,,-,,,,,Jharkhand,Southern Asia,Asia,23.6505,85.5659,Exact,,,,,,,,,,,0.9,0.00,0.8,1.5,0,0,356
M2875,,India,Tapin Coal Mine,Hazaribagh Area,,,https://www.gem.wiki/Tapin_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,1.95,2.06,2022,,Surface,Open Pit,-,50,Estimate,700,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,Jharkhand,Southern Asia,Asia,23.798166,85.586162,Approximate,,,,,,,,,,,2.5,0.00,0.8,1.5,0.1,0,356
M2877,,India,Dakra Bukbuka Coal Mine,North Karanpura Area,,,https://www.gem.wiki/Dakra_Bukbuka_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,1.2,0.48,2022,,Surface,Open Pit,2.49,65,Exact,406,Estimate,Subbituminous,Thermal,,,,,-,,-,-,1924,,1,2023,North Karanpura,,Ranchi,Jharkhand,Southern Asia,Asia,23.663881,85.000762,Exact,,,,,,,,,,,0.7,0.00,1,1.5,0,0,356
M2881,,India,Moonidih Coal Mine,Cluster 11,,,https://www.gem.wiki/Moonidih_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,3,0.63,2022,,Underground,Longwall,19.83,650,Exact,814,Estimate,Bituminous,Met,,,,,181,2013,-,287,,,-,,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.740882,86.352473,Exact,,,,,,,,,,,15.2,0.01,15.2,1.6,0.8,0.3,356
M2883,,India,East Bassuriya Coal Mine,Cluster 6,,,https://www.gem.wiki/East_Bassuriya_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,1.2,0.14,2023,,Surface,Open Pit,1.41,50,Estimate,358,Estimate,Bituminous,-,,,,,-,,-,-,,,10,2013,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.800946,86.371018,Exact,,,,,,,,,,,0.6,0.00,3,1.5,0,0,356
M2884,,India,Gare Palma IV 4 Coal Mine,,,,https://www.gem.wiki/Gare_Palma_IV_4_Coal_Mine,,Operating,,,,Hindalco Industries Ltd [100%],E100000120560 [100%],,Aditya Birla Group,India,0.9,0.47,2023,,Underground & Surface,Mixed,6.83,50,Estimate,553,Estimate,Subbituminous,Thermal,,,,,-,,-,,2015,,-,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.15,83.5415,Exact,,,,,,,,,,,0.6,0.00,0.8,1.5,0,0,356
M2886,,India,Bhavnagar Lignite Mine,Surkha North Lignite Mine,,,https://www.gem.wiki/Bhavnagar_Lignite_Mine,,Operating,,,,Gujarat Mineral Development Corporation Limited [100%],E100001000669 [100%],,Government of Gujarat,India,2.2,1.31,2023,,Surface,Open Pit,36.72,50,Estimate,516,Estimate,Lignite,Thermal,,,,,115,,-,88,2008,,-,,,,Bhavnagar,Gujarat,Southern Asia,Asia,21.67208367,72.23652471,Exact,,,,,,,,,,,1.6,0.00,0.8,1.5,0.1,0,356
M2888,,India,Parej East Coal Mine,Hazaribagh Area,,,https://www.gem.wiki/Parej_East_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,1.4,0.4,2023,,Surface,Open Pit,3.7,50,Estimate,397,Estimate,Subbituminous,Thermal,,,,,41,2019,-,103,,,29,2019,,,,Jharkhand,Southern Asia,Asia,23.798166,85.586162,Approximate,,,,,,,,,,,0.5,0.00,0.8,1.5,0,0,356
M2890,,India,K. D. H. Coal Mine,"Karanpura Dewarkhand Hesalong (KDH) Coal Mine, North Karanpura Area",,,https://www.gem.wiki/K.D.H._coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,3,0.17,2023,,Surface,Open Pit,5.46,65,Exact,418,Estimate,Subbituminous,Thermal,,,,,87,2022,-,512,1972,,25,2022,North Karanpura,,,Jharkhand,Southern Asia,Asia,23.663881,85.000762,Exact,,,,,,,,,,,0.3,0.00,1,1.5,0,0,356
M2892,,India,Gouri Deep Coal Mine,"Gauri Deep Opencast Coal Mine, Gaurideep OC",,,https://www.gem.wiki/Gouri_Deep_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.6,0.15,2022,,Surface,Open Pit,3.56,50,Estimate,272,Estimate,Subbituminous,Thermal,,,,,8,2015,15,53,,,-,,,,Chandrapur,Maharashtra,Southern Asia,Asia,19.7741,79.2902,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M2893,,India,Ghonsa Coal Mine,,,,https://www.gem.wiki/Ghonsa_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.6,0.25,2023,,Surface,Open Pit,2.79,50,Estimate,274,Estimate,Subbituminous,Thermal,,,,,5,2022,21,20,2008,,9,,,,Yavatmal,Maharashtra,Southern Asia,Asia,19.9647,78.8326,Exact,,,,,,,,,,,0.3,0.00,0.8,1.5,0,0,356
M2896,,India,Nichitpur Coal Mine,Cluster 5,,,https://www.gem.wiki/Nichitpur_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,1.43,1.7936,2023,,Surface,Open Pit,2.5,60,Estimate,561,Estimate,Bituminous,-,,,,,11,,-,6,,,5,2020,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.800305,86.356391,Exact,,,,,,,,,,,9.4,0.01,3.5,1.5,0.5,0.2,356
M2897,,India,Ballarpur OC Coal Mine,,,,https://www.gem.wiki/Ballarpur_OC_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.6,0.1,2022,,Surface,Open Pit,-,50,Estimate,287,Estimate,Subbituminous,Thermal,,,,,17,,-,170,,,5,2024,Wardha Valley,Ballarpur,Chandrapur,Maharashtra,Southern Asia,Asia,19.832799,79.34613,Exact,,,,,,,,,,,0.1,0.00,0.8,1.5,0,0,356
M2902,,India,North Searsole (East) Coal Mine,Cluster 10,,,https://www.gem.wiki/North_Searsole_(East)_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,1.2,0.64,2023,,Surface,,3.6,50,Estimate,373,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,10,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.66169,87.114053,Exact,,,,,,,,,,,0.8,0.00,0.8,1.5,0,0,356
M2904,,India,Tetulmari Coal Mine,"Tetulmari Colliery, Cluster 5",,,https://www.gem.wiki/Tetulmari_Coal_Mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,0.9,0.32,2023,,Underground & Surface,Mixed,3.17,60,Estimate,548,Estimate,Subbituminous,Thermal,,,,,10,,-,31,,,30,2020,,Tetulmari,Dhanbad,Jharkhand,Southern Asia,Asia,23.80899177,86.34172062,Exact,,,,,,,,,,,0.4,0.00,0.9,1.5,0,0,356
M2909,,India,Bonbahal Coal Mine,"Cluster 11, Chora Block Incline, Shankarpur OC, Bonbahal OC",,,https://www.gem.wiki/Shankarpur-Bonbahal-Chora_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.31,0.24,2023,,Surface,Open Pit,-,50,Estimate,378,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.659607,87.206925,Exact,,,,,,,,,,,0.3,0.00,0.8,1.5,0,0,356
M2910,,India,Bhanegaon Coal Mine,,,,https://www.gem.wiki/Bhanegaon_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.9,1.1497,2023,,Surface,Open Pit,3.47,50,Estimate,351,Estimate,Subbituminous,Thermal,,,,,18,,-,16,2015,,23,,,,Nagpur,Maharashtra,Southern Asia,Asia,21.2685,79.1574,Exact,,,,,,,,,,,1.4,0.00,0.8,1.5,0.1,0,356
M2912,,India,Kolarpimpri Coal Mine,,,,https://www.gem.wiki/Kolarpimpri_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,1.2,0.481,2023,,Surface,Open Pit,14.88,50,Estimate,314,Estimate,Subbituminous,Thermal,,,,,-,,-,-,1993,,-,,,,Yavatmal,Maharashtra,Southern Asia,Asia,20.0833,79.0333,Exact,,,,,,,,,,,0.6,0.00,0.8,1.5,0,0,356
M2915,,India,Shyamsundarpur Coal Mine,Cluster 12,,,https://www.gem.wiki/Shyamsundarpur_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,1.26,0.72,2023,,Underground,,5.33,300,Estimate,663,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.648263,87.257514,Exact,,,,,,,,,,,3.8,0.00,3.3,1.6,0.2,0.1,356
M2916,,India,Dhansar Coal Mine,Cluster 7,,,https://www.gem.wiki/Dhansar_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,*,0.45,2022,,Surface,Open Pit,2.77,50,Estimate,368,Estimate,Bituminous,Met,,,,,-,,-,-,,,30,2020,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.773116,86.399933,Approximate,,,,,,,,,,,2,0.00,3,1.5,0.1,0,356
M2919,,India,Jarangdih Coal Mine,Kathara Area,,,https://www.gem.wiki/Jarangdih_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,0.6,0.87,2022,,Surface,Open Pit,-,50,Estimate,388,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Bokaro,Jharkhand,Southern Asia,Asia,23.775944,85.911907,Exact,,,,,,,,,,,1,0.00,0.8,1.5,0.1,0,356
